"INSEECOM";"LIBAU2010";"Statut";"CATAEU2010";"date1";"date2";"evolution";"type_commune_dans_au";"evolution_type_espace";"pres_abs_police"
"63050";"Brassac-les-Mines";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63075";"Clermont-Ferrand";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63080";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63113";"Clermont-Ferrand";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"63116";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63125";"Courpière";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63148";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63178";"Issoire";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63195";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63206";"Clermont-Ferrand";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"63210";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63284";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63285";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63300";"Clermont-Ferrand";"Sous-pr<e9>fecture";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"oui"
"63307";"Clermont-Ferrand";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63315";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63338";"Saint-Éloy-les-Mines";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63393";"La Monnerie-le-Montel";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63430";"Thiers";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"63453";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63455";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63457";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"63470";"Clermont-Ferrand";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"64061";"Artix";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64102";"Bayonne (partie française)";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"64160";"Bayonne (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"64213";"Bayonne (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"64230";"Pau";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64256";"Bayonne (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"64289";"Bayonne (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"64301";"Mourenx";"Commune simple";"211";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"64324";"Pau";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"64335";"Pau";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64371";"Mauléon-Licharre";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64393";"Mourenx";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64405";"Pau";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64410";"Mourenx";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"64417";"Pau";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64422";"Oloron-Sainte-Marie";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"64430";"Orthez";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64445";"Pau";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"64483";"Bayonne (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"64485";"Saint-Jean-Pied-de-Port";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64493";"Saint-Palais";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64495";"Bayonne (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"64499";"Salies-de-Béarn";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64519";"Pau";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"64526";"Pau";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"64536";"Pau";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"64547";"Bayonne (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"65025";"Argelès-Gazost";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"65045";"Argelès-Gazost";"Commune simple";"221";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"65059";"Bagnères-de-Bigorre";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"65123";"Bagnères-de-Bigorre";"Commune simple";"211";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"65258";"Lannemezan";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"65286";"Lourdes";"Commune simple";"211";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"65304";"Maubourguet";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"65344";"Tarbes";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"65369";"Tarbes";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"65440";"Tarbes";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"65447";"Tarbes";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"65460";"Vic-en-Bigorre";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66008";"Saint-Cyprien";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66009";"Amélie-les-Bains-Palalda";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66016";"Banyuls-sur-Mer";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66021";"Perpignan";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66024";"Le Boulou";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66028";"Perpignan";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66037";"Perpignan";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"66049";"Céret";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66065";"Saint-Cyprien";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66096";"Perpignan";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"66108";"Perpignan";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"66136";"Perpignan";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"66148";"Saint-Cyprien";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66149";"Prades";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66164";"Perpignan";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66171";"Saint-Cyprien";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66172";"Perpignan";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66180";"Perpignan";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"66195";"Perpignan";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"66210";"Perpignan";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67021";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67028";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67046";"Haguenau";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"67067";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67130";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67137";"Strasbourg (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"67152";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67180";"Haguenau";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"67202";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67281";"Marckolsheim";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"67283";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67300";"Strasbourg (partie française)";"Sous-pr<e9>fecture";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67309";"Strasbourg (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"67348";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67388";"Reichshoffen - Niederbronn-les-Bains";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"67411";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67434";"Sarre-Union";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"67437";"Saverne";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"67448";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67462";"Sélestat";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"67472";"Soufflenheim";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"67482";"Strasbourg (partie française)";"Pr<e9>fecture de r<e9>gion";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"67495";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67500";"Strasbourg (partie française)";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"67519";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67520";"Strasbourg (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"67544";"Wissembourg (partie française)";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"67551";"Strasbourg (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68043";"Mulhouse";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68060";"Mulhouse";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"68063";"Thann - Cernay";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68066";"Colmar";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"68075";"Bâle (SUI) - Saint-Louis (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"68090";"Bâle (SUI) - Saint-Louis (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"68112";"Guebwiller";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"68121";"Bâle (SUI) - Saint-Louis (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"68152";"Mulhouse";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"68154";"Mulhouse";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68155";"Colmar";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68157";"Colmar";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"68163";"Bâle (SUI) - Saint-Louis (partie française)";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"68195";"Mulhouse";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68218";"Mulhouse";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68224";"Mulhouse";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"68231";"Neuf-Brisach";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68269";"Ribeauvillé";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68278";"Mulhouse";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68287";"Rouffach";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68297";"Bâle (SUI) - Saint-Louis (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"68298";"Sainte-Marie-aux-Mines";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68300";"Mulhouse";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68309";"Bâle (SUI) - Saint-Louis (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"68334";"Thann - Cernay";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68374";"Colmar";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"68375";"Mulhouse";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"69006";"Amplepuis";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"69007";"Vienne";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"69009";"Lyon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"69010";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"69018";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"69019";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"69024";"Lyon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"69027";"Lyon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"69066";"Cours";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"69072";"Lyon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"69081";"Lyon";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"69088";"Lyon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"69089";"Lyon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
