"AU2010","pop2016","pop2013","pop2009","pop2006","pop1999","pop1990","pop1982","pop1975","pop1968","LIBAU2010","tailles_2016","pop_2013_2016","pop_2009_2013","pop_2006_2009","pop_1999_2006"
"232",23477,23375,23324,22985,22590,22618,22419,22387,22235,"Oloron-Sainte-Marie","petite
(< 30.000 hab.)",0.145243486616864,0.0546199566399119,0.489227632922185,0.247942567278936
"233",22319,22686,23152,23383,24017,24257,25056,25682,26905,"Tergnier","petite
(< 30.000 hab.)",-0.542180218550459,-0.507039586359492,-0.330389433050926,-0.381451337833483
"234",21992,22559,22984,23179,22585,23491,22266,19727,16912,"Gien","petite
(< 30.000 hab.)",-0.844921918462294,-0.465518644228091,-0.281216332844525,0.371556096531411
"235",23038,22451,22295,22041,21719,21141,20164,19013,17492,"Pontivy","petite
(< 30.000 hab.)",0.864040461817983,0.174469985749348,0.382666397803799,0.210462616825668
"236",22699,22902,23200,22624,21813,22613,22905,23317,23696,"Penmarch","petite
(< 30.000 hab.)",-0.296339124151834,-0.322679160176897,0.84155429127537,0.522864581758697
"237",22793,23299,22864,23322,22920,23234,23408,21901,19783,"Toul","petite
(< 30.000 hab.)",-0.729227138987143,0.472282253805134,-0.658936095485463,0.248697730331959
"238",24610,24149,24570,24845,26410,26324,26533,25635,23468,"Argentan","petite
(< 30.000 hab.)",0.632320526303554,-0.431148254705704,-0.370323887544399,-0.86886339229526
"239",23938,23890,22746,23033,23017,23003,22183,19680,17088,"Bayeux","petite
(< 30.000 hab.)",0.0669288244645738,1.23432203334581,-0.417083263610629,0.00992759102715901
"240",22330,22252,22148,22616,21979,21598,21242,20135,18878,"Bagnols-sur-Cèze","petite
(< 30.000 hab.)",0.116707171178776,0.117185940436393,-0.694590538773843,0.408979309328017
"241",27681,25253,24031,21293,19988,17583,13107,11605,10184,"Agde","petite
(< 30.000 hab.)",3.10734378637367,1.24772739382117,4.11460675533051,0.907612429947946
"242",20892,21825,22142,22032,21419,22283,22882,22926,22955,"Lourdes","petite
(< 30.000 hab.)",-1.44577323071925,-0.359854857673181,0.166148388772447,0.403921621852565
"243",21644,21710,22063,22164,22601,22903,24119,23078,20557,"Remiremont","petite
(< 30.000 hab.)",-0.101438653169328,-0.402413474120655,-0.152129288533509,-0.278537107592591
"244",24255,23033,22661,20842,17493,15535,13139,12069,10658,"Brignoles","petite
(< 30.000 hab.)",1.73809243550633,0.407894257573571,2.82843507379358,2.53399306180215
"245",23978,22870,21607,20509,16326,14312,13880,13486,12486,"Saint-Brevin-les-Pins","petite
(< 30.000 hab.)",1.58952516622202,1.4303497863172,1.75364973851555,3.31231636972698
"246",19532,20134,21025,21618,21494,21947,22021,22044,21396,"Saint-Amand-Montrond","petite
(< 30.000 hab.)",-1.0067573294372,-1.07671837873774,-0.922851845779404,0.082211983755931
"247",20969,20244,20325,19951,18811,18274,17837,17011,15589,"La Ferté-Bernard","petite
(< 30.000 hab.)",1.17979543534894,-0.099780238432301,0.620999859726568,0.844077590489234
"248",20885,21111,21106,20475,18613,17981,16707,15398,15217,"Castelnaudary","petite
(< 30.000 hab.)",-0.35812498742942,0.00592196043172066,1.01689325695076,1.37138073511975
"249",21533,21963,20933,20589,19866,19832,18026,16154,13559,"Apt","petite
(< 30.000 hab.)",-0.656918699641051,1.20804761136968,0.5538584398324,0.511980805432399
"250",20125,20201,20271,20825,20562,20872,21272,21600,20885,"Chauny","petite
(< 30.000 hab.)",-0.125563930035788,-0.0864422447925395,-0.894736357236758,0.181728869017062
"251",19376,19826,20363,20081,18910,17778,17901,17336,16078,"Saverne","petite
(< 30.000 hab.)",-0.762379723726159,-0.665905977890424,0.465929899729667,0.86202582350865
"252",20726,20715,20387,20030,19575,19581,18468,17208,16218,"Privas","petite
(< 30.000 hab.)",0.017697406895012,0.399812945843214,0.590613723686206,0.328795175149343
"253",19663,19725,19886,20000,20142,20397,20105,18941,17524,"L'Aigle","petite
(< 30.000 hab.)",-0.10488394345266,-0.203021128395664,-0.190362147528944,-0.101019136595004
"254",19544,19455,19573,19535,19071,19484,19948,19396,16134,"Parthenay","petite
(< 30.000 hab.)",0.152256710306409,-0.151059766799322,0.0647988858580861,0.344002791637155
"255",20206,20180,20017,19600,18937,19283,19211,18313,17019,"Villefranche-de-Rouergue","petite
(< 30.000 hab.)",0.042928380929208,0.202958242411144,0.704212874730947,0.492808698090275
"256",18502,18846,19572,19312,19557,20186,20671,20546,20483,"Paimpol","petite
(< 30.000 hab.)",-0.61218034125764,-0.940531166476144,0.446772032626064,-0.179932416545792
"257",19124,19332,19332,19459,17179,15538,15112,15248,14635,"Sélestat","petite
(< 30.000 hab.)",-0.359939433364043,0,-0.218026442758024,1.79625606020781
"258",19310,19520,19531,18953,18302,18047,16835,16085,15016,"Sarlat-la-Canéda","petite
(< 30.000 hab.)",-0.359900285624914,-0.014083154975808,1.00638757499714,0.500561312354253
"259",17487,18384,18806,19235,20012,22266,25394,27856,29243,"Decazeville","petite
(< 30.000 hab.)",-1.65360773690096,-0.565774601648172,-0.749032939250194,-0.564125053882236
"260",19499,18962,18634,18225,17799,17827,17366,16101,13814,"Bressuire","petite
(< 30.000 hab.)",0.935219626279471,0.437180544701188,0.742529550875837,0.338457219483645
"261",18929,16579,16471,16133,15274,15435,15972,15587,14564,"Avranches","petite
(< 30.000 hab.)",4.51768453743089,0.163522939605043,0.693540433342177,0.784703172096224
"262",19031,19099,18339,18251,17023,16670,14339,13135,11838,"Briançon","petite
(< 30.000 hab.)",-0.11882098943119,1.02032108599022,0.160464161736984,1.00003154437216
"263",16619,16284,16891,17273,17119,17105,17319,16850,15201,"Nogent-le-Rotrou","petite
(< 30.000 hab.)",0.681095258961473,-0.910774716984197,-0.742683475247496,0.128019459590378
"264",17259,17510,18258,18377,18470,18719,19343,19723,18338,"Gray","petite
(< 30.000 hab.)",-0.480123695216306,-1.04033058101044,-0.216317115587539,-0.0720870262077566
"265",18335,18406,18477,18026,16924,17163,15921,15542,15245,"Foix","petite
(< 30.000 hab.)",-0.128746946360092,-0.0962041180459727,0.827120403126491,0.905250362528487
"266",18165,17719,17804,18270,18984,20103,20533,20603,20404,"Thiers","petite
(< 30.000 hab.)",0.832081228171577,-0.119569483102011,-0.857542587993965,-0.546162348316503
"267",18418,18222,18350,17906,17297,17570,18305,19316,19881,"Saint-Girons","petite
(< 30.000 hab.)",0.357263068814806,-0.174844948038166,0.819799512552954,0.495549177141652
"268",18534,18892,18158,17600,17251,17499,18336,17938,17878,"Caudry","petite
(< 30.000 hab.)",-0.635693162716244,0.995606435772922,1.0458421919981,0.286535290333467
"269",16453,17057,17750,18375,17922,17948,18333,19289,18819,"Issoudun","petite
(< 30.000 hab.)",-1.19456919517276,-0.990681083685452,-1.14689013216053,0.357237099503283
"270",19298,16976,16189,16604,15845,15784,15230,15939,15899,"Tarare","petite
(< 30.000 hab.)",4.36598552673064,1.19378395943719,-0.840171694337577,0.670662321257565
"271",18195,17838,18105,17917,16767,15865,15014,14117,13306,"Mende","petite
(< 30.000 hab.)",0.662713553015526,-0.370739307856061,0.34854468926302,0.952180579125406
"272",18684,17870,17750,17920,15565,13337,10274,9035,7108,"Sainte-Maxime","petite
(< 30.000 hab.)",1.49588513764765,0.168587280086774,-0.317225494135187,2.03314390989473
"273",19223,18392,17886,17318,14947,12382,11196,10524,9865,"Pornic","petite
(< 30.000 hab.)",1.48395932217171,0.699875348360357,1.08153546075354,2.1256454594297
"274",17192,17258,17305,16798,16274,16988,16450,14928,12955,"Loudéac","petite
(< 30.000 hab.)",-0.127639962347015,-0.0679687158261943,0.996116719741758,0.453756218875845
"275",15696,16090,16272,16245,15856,15939,15521,14885,14150,"Coutances","petite
(< 30.000 hab.)",-0.822996625532191,-0.2808019692216,0.055370996918036,0.346845715821908
"276",16677,17103,17468,17460,17324,18671,20780,22805,25632,"Carmaux","petite
(< 30.000 hab.)",-0.83725407663563,-0.526527680688893,0.0152706729105168,0.111772805851329
"277",17150,16989,17122,17113,16857,16499,16195,15921,15238,"La Flèche","petite
(< 30.000 hab.)",0.314898025840149,-0.194762853545172,0.0175274600457964,0.21555209160975
"278",15499,16495,17154,17381,17284,15392,15179,14359,11788,"Senlis","petite
(< 30.000 hab.)",-2.05465820098027,-0.974571913188693,-0.437250365291375,0.0799810751269225
"279",18725,18511,17494,17092,15749,15146,13609,11883,10291,"Les Herbiers","petite
(< 30.000 hab.)",0.383880923405577,1.42270509674378,0.777925143328861,1.17591221485871
"280",16949,17158,17262,17341,17982,18849,18672,18826,17496,"Creutzwald","petite
(< 30.000 hab.)",-0.407690082128764,-0.150961354707302,-0.152087097476583,-0.517195311955232
"281",17632,17189,17051,16502,15657,15244,14754,14627,14695,"Honfleur","petite
(< 30.000 hab.)",0.851800302465144,0.201722970329121,1.09688102006154,0.753733295388037
"282",17358,16926,16386,16094,12333,10269,8091,6128,3410,"Le Grau-du-Roi","petite
(< 30.000 hab.)",0.843625094393685,0.813883911553792,0.601159085104541,3.87561531024394
"283",15278,15980,16095,16854,17104,17768,18957,20225,20819,"Douarnenez","petite
(< 30.000 hab.)",-1.48631220444316,-0.17910752101532,-1.52424243567382,-0.210126594788673
"284",15306,15586,16188,16407,16867,17345,18562,19014,18169,"Le Thillot","petite
(< 30.000 hab.)",-0.60245018168833,-0.942954823610376,-0.446926498466527,-0.394234806730598
"285",18652,17674,16366,15336,13506,12621,12571,12677,12364,"Gaillac","petite
(< 30.000 hab.)",1.81150376032198,1.94080903206377,2.19041173979633,1.8318472598305
"286",16555,16570,16361,15900,14882,14994,15515,15857,15888,"Louhans","petite
(< 30.000 hab.)",-0.0301841249848445,0.317838474681276,0.957264235112798,0.949719775531221
"287",15321,15865,15972,16002,16591,16820,16739,16456,15217,"Avallon","petite
(< 30.000 hab.)",-1.15629587189223,-0.167902989096946,-0.062531281938405,-0.515049977487014
"288",15054,15579,16148,16324,17151,18049,18824,19303,18920,"Fourmies","petite
(< 30.000 hab.)",-1.13616687931035,-0.892799401268685,-0.360688435973566,-0.703514574026287
"289",16795,16687,15941,16224,16791,17791,18132,19442,18890,"Romilly-sur-Seine","petite
(< 30.000 hab.)",0.215273043726194,1.1499508413801,-0.584857038579611,-0.489532168861317
"290",14844,15145,15751,15900,15749,15589,16943,17422,18739,"Mourenx","petite
(< 30.000 hab.)",-0.666922841323114,-0.976040770055231,-0.313349828321119,0.136410640987306
"291",15656,15905,15943,16254,16540,16347,15660,15500,13146,"Noyon","petite
(< 30.000 hab.)",-0.52459566918176,-0.0596406135145555,-0.64190330527143,-0.248870620368835
"292",14282,14855,15317,15447,15879,16193,17374,16752,15568,"Luxeuil-les-Bains","petite
(< 30.000 hab.)",-1.30265786117448,-0.762746555768767,-0.281319787177947,-0.393262857024201
"293",15569,14884,14915,15127,15356,14819,14539,13922,12995,"Bernay","petite
(< 30.000 hab.)",1.51113549038984,-0.0520016615051855,-0.469355356135859,-0.214413384804846
"294",16534,15876,15213,14325,13208,12524,12270,11297,10668,"Belley","petite
(< 30.000 hab.)",1.36288142989702,1.07216213899393,2.02503322508787,1.16651643542736
"295",15006,15401,15275,14947,13760,13497,13226,12724,13425,"Bédarieux","petite
(< 30.000 hab.)",-0.86233772885882,0.205584468647246,0.726187184951987,1.18908229793451
"296",15583,15560,15458,14919,14166,14164,13986,14354,14062,"Limoux","petite
(< 30.000 hab.)",0.049247379649886,0.164556497493251,1.1900622326529,0.742612952643951
"297",15492,15298,15329,14414,14048,13878,13234,12319,11071,"Yvetot","petite
(< 30.000 hab.)",0.420938827535067,-0.050596152934812,2.07273903075502,0.368103265038022
"298",14183,14385,14683,14993,15861,16429,16480,16727,16319,"Langres","petite
(< 30.000 hab.)",-0.470288420956433,-0.511297525941512,-0.694015959368888,-0.800774302972151
"299",15452,15271,15017,14312,13579,13260,10972,9050,9267,"Pont-Saint-Esprit","petite
(< 30.000 hab.)",0.393533645860522,0.420198174020148,1.61573225147851,0.753882700863717
"300",14229,14394,14819,14688,14559,14921,15662,16165,16685,"Bagnères-de-Bigorre","petite
(< 30.000 hab.)",-0.383573056045394,-0.724827565114972,0.296415355113844,0.126100508300153
"301",14615,14562,14559,14688,14218,14027,13839,13291,12607,"Reichshoffen - Niederbronn-les-Bains","petite
(< 30.000 hab.)",0.121173442119216,0.00515105469551802,-0.293617258461221,0.465681891736414
"302",13528,14170,14243,14489,14615,15429,15553,14993,13474,"Cosne-Cours-sur-Loire","petite
(< 30.000 hab.)",-1.53363294822056,-0.128380128362016,-0.569180093452559,-0.123618639483636
"303",14246,14300,14377,14286,14631,15317,15673,15274,13532,"Champagnole","petite
(< 30.000 hab.)",-0.126032902066708,-0.134164173657669,0.21187983902522,-0.340312885202676
"304",13527,13943,14196,14277,14427,15648,16725,17002,15928,"Fumel","petite
(< 30.000 hab.)",-1.00458341389297,-0.448557078489242,-0.189474138119772,-0.149197163869208
"305",13844,13856,14282,13805,13535,13464,13607,13643,12607,"Provins","petite
(< 30.000 hab.)",-0.0288766981114352,-0.754182942638759,1.13874009855917,0.28256879394668
"306",14362,14317,14157,14261,14381,14320,14679,14553,13942,"Rethel","petite
(< 30.000 hab.)",0.104660975078064,0.28135608953781,-0.243680527202472,-0.119633412816456
"307",13673,13776,13885,13835,14130,13907,12679,11434,11555,"Bollène","petite
(< 30.000 hab.)",-0.249849434046856,-0.196835351473568,0.120322580265642,-0.300954556209077
"308",13532,13374,13811,13693,13876,14521,14686,13602,11883,"Ussel","petite
(< 30.000 hab.)",0.39225823622846,-0.800599306928373,0.286430187818598,-0.189477061676435
"309",15044,14589,14011,13739,13147,12389,11892,11430,10863,"Crest","petite
(< 30.000 hab.)",1.02897189578677,1.01575120061352,0.65561418389366,0.631196677904056
"310",14123,12452,12346,12270,12170,11574,11055,10015,9478,"Évron","petite
(< 30.000 hab.)",4.28678579948771,0.213956776745783,0.206040814598585,0.116973385180064
"311",13957,13914,13831,13872,13223,13308,12999,12706,12204,"Brioude","petite
(< 30.000 hab.)",0.102907814628295,0.14968886858282,-0.0986170212763593,0.68684348828032
"312",13071,12759,13193,13415,13436,13859,14043,13940,13188,"Saint-Jean-de-Maurienne","petite
(< 30.000 hab.)",0.80855565945821,-0.832750288143524,-0.554692467761486,-0.0223430446050554
"313",15615,15183,14284,12908,10402,8696,7665,6613,5490,"Saint-Vincent-de-Tyrosse","petite
(< 30.000 hab.)",0.939573531517834,1.53761020916503,3.43407340658666,3.13159384903925
"314",14458,13712,13747,13414,12473,11166,8976,7737,6849,"Bormes-les-Mimosas - Le Lavandou","petite
(< 30.000 hab.)",1.78156834705478,-0.0637111116932432,0.820739107829849,1.04445430447409
"315",10955,11759,12765,13353,13710,14051,13877,14350,13771,"Saint-Claude","petite
(< 30.000 hab.)",-2.3331163462922,-2.03128926020898,-1.48992341326791,-0.376210759866635
"316",13857,13688,13550,13318,12550,11742,10331,8955,8039,"Céret","petite
(< 30.000 hab.)",0.409870465056028,0.253645869819685,0.577328274300193,0.85212203924161
"317",14316,14175,13478,13312,12446,11294,10933,10611,10144,"Pont-l'Abbé","petite
(< 30.000 hab.)",0.330476315855011,1.26850621941039,0.413949160633131,0.965583362064804
"318",13537,13419,13367,12758,10712,10129,9718,8612,8013,"Langon","petite
(< 30.000 hab.)",0.292261723753406,0.0971128772852436,1.56649140213152,2.52849353153082
"319",12597,12685,13167,12790,12282,11551,10251,9546,9601,"Saint-Rémy-de-Provence","petite
(< 30.000 hab.)",-0.231781061282965,-0.928004866402277,0.973039670160603,0.580662772562723
"320",12943,13035,13272,12999,12855,13261,13851,14385,14448,"Saint-Jean-d'Angély","petite
(< 30.000 hab.)",-0.235819704926243,-0.449449576352678,0.695209487776238,0.159263700249368
"321",14346,14257,13603,12782,12867,12824,13042,12559,12143,"Quimperlé","petite
(< 30.000 hab.)",0.207653419457632,1.18085917406647,2.09676034609871,-0.0946403730767709
"322",12642,12771,13022,13127,13354,12267,10947,10301,9414,"Chamonix-Mont-Blanc","petite
(< 30.000 hab.)",-0.337840412818935,-0.48539959254762,-0.267340108372738,-0.244625839483237
"323",15280,14528,13283,12591,10760,10055,8369,7325,5701,"Le Luc","petite
(< 30.000 hab.)",1.69646126362577,2.26509229268086,1.79942295667661,2.27034182310188
"324",12319,12387,12946,13039,12804,13180,13190,13467,13415,"Saint-Pol-de-Léon","petite
(< 30.000 hab.)",-0.183323410060154,-1.09741707195465,-0.238315786555165,0.260155595087941
"326",13294,12560,12849,12675,13242,14075,14002,14457,12306,"Graulhet","petite
(< 30.000 hab.)",1.9112225883742,-0.567106502066095,0.45551559324073,-0.623221965603393
"327",13286,12936,13100,12315,11943,11770,11596,9816,9757,"Pierrelatte","petite
(< 30.000 hab.)",0.893862199340822,-0.314457242583532,2.08116704680037,0.439142831151629
"328",12935,12888,12796,12682,12262,13062,13327,12312,11263,"Saint-Flour","petite
(< 30.000 hab.)",0.121412637649576,0.179261075593251,0.298743913186783,0.482282340335916
"330",12244,12236,12654,12637,13140,13510,14065,13756,13065,"Neufchâteau","petite
(< 30.000 hab.)",0.0217888665790866,-0.836257362040671,0.0448217735613321,-0.556048215377913
"331",12203,12323,12639,12564,12457,12615,13040,13225,13542,"Jarny","petite
(< 30.000 hab.)",-0.325655648174339,-0.630996719071941,0.198586588787841,0.122258500166916
"332",12382,12518,12632,12650,11617,11502,11579,11776,11872,"Saint-Junien","petite
(< 30.000 hab.)",-0.363464642539379,-0.226385072864177,-0.0474533446768621,1.22440192298277
"333",12952,12796,12842,12479,12234,12203,12675,12518,12229,"Orthez","petite
(< 30.000 hab.)",0.404736665108474,-0.0896704541127002,0.960376225842619,0.283662573143184
"334",12047,11810,12434,12655,13272,13321,13166,12996,11121,"Migennes","petite
(< 30.000 hab.)",0.664499266851859,-1.27895164513863,-0.585536949430054,-0.677752241712326
"335",12572,12532,12469,12442,11769,11388,10973,9391,8238,"Sully-sur-Loire","petite
(< 30.000 hab.)",0.106281300100708,0.126074634219719,0.0722833759039254,0.797576547337142
"336",11933,12152,12332,12661,13323,14116,14697,14766,14203,"Châtillon-sur-Seine","petite
(< 30.000 hab.)",-0.604369426217821,-0.36691882001153,-0.873789822240878,-0.725433967581512
"337",12084,12322,12553,12295,12002,12537,12523,11854,10875,"Carhaix-Plouguer","petite
(< 30.000 hab.)",-0.648025170523769,-0.463258587963999,0.694634979800202,0.345156771738542
"338",13174,13025,12555,11784,10028,9541,9297,9072,8543,"Lavaur","petite
(< 30.000 hab.)",0.379873115175577,0.923023706661752,2.13501595363716,2.3319385153451
"339",14214,13983,12163,12031,9281,9054,8065,8058,7159,"Biscarrosse","petite
(< 30.000 hab.)",0.547663836852097,3.54757027974884,0.364392453703322,3.77697169600972
"340",17134,12488,12541,12395,11561,11809,11584,12037,11210,"Valserhône","petite
(< 30.000 hab.)",11.1190767060791,-0.105821310439358,0.391099852386212,1.00005028101267
"341",12990,12873,12409,12126,11572,11564,11101,10133,8595,"Lesneven","petite
(< 30.000 hab.)",0.302046443970494,0.921976228379506,0.771968031462777,0.670286726731595
"342",12080,12242,12511,12237,12059,12502,12278,12507,12201,"Nérac","petite
(< 30.000 hab.)",-0.443064557517348,-0.541916180397528,0.740867890372954,0.209546097070801
"343",12218,12214,12088,11685,11555,11082,10697,9845,8079,"Landivisiau","petite
(< 30.000 hab.)",0.0109152432237414,0.259576563848873,1.13665326495476,0.159952419984832
"344",11165,11473,11783,11797,12204,13549,14383,14380,13243,"Digoin","petite
(< 30.000 hab.)",-0.902983841822302,-0.664317736118025,-0.0395737384797035,-0.48337802131545
"345",11970,12076,12026,11660,11404,11557,11442,11111,10722,"Loches","petite
(< 30.000 hab.)",-0.293451662233069,0.103779794680481,1.0355514930684,0.317646428634211
"346",12285,12316,11984,11890,11838,11925,11941,11056,9617,"Lure","petite
(< 30.000 hab.)",-0.083972193241233,0.685509012247176,0.262835343776024,0.0626340988815643
"347",12895,12525,12049,11477,10224,9019,8461,8590,8284,"Saint-Jean-de-Monts","petite
(< 30.000 hab.)",0.975157049172526,0.973330800722882,1.63443430706274,1.66524365417264
"348",11811,11641,11930,11712,11186,10890,10516,10132,9326,"Luçon","petite
(< 30.000 hab.)",0.48443465431891,-0.611196718241946,0.616636050098496,0.658601602148901
"349",13146,12754,12072,11450,10090,9546,8845,8170,7729,"Ploërmel","petite
(< 30.000 hab.)",1.01419450677516,1.38338711683788,1.77893762412387,1.82276893410427
"350",11155,10905,11832,11700,10019,10095,10372,10518,10071,"Saint-Maixent-l'École","petite
(< 30.000 hab.)",0.758409070666222,-2.01899782222574,0.374662900104927,2.24052462456197
"351",16553,13212,13023,11893,11263,10549,10018,9863,9695,"Lamballe-Armor","petite
(< 30.000 hab.)",7.80429157787665,0.360861606905116,3.07180319308069,0.780558809790555
"352",11172,11527,11719,11584,11378,11911,12218,12697,12010,"Le Blanc","petite
(< 30.000 hab.)",-1.03729795347826,-0.412132061628956,0.386967480982237,0.256659798981884
"353",11804,11711,11655,11509,11524,12155,12715,13157,12409,"Paray-le-Monial","petite
(< 30.000 hab.)",0.264010763585065,0.119904292092632,0.421081885583696,-0.0186051152612721
"354",12454,12222,11532,11151,9951,7918,7000,6511,6008,"Capbreton","petite
(< 30.000 hab.)",0.62877688688503,1.46340003470169,1.12618086446048,1.6398159461436
"355",11022,11037,11210,11064,9711,8466,7761,6460,5738,"Bourg-Saint-Maurice","petite
(< 30.000 hab.)",-0.0453227038149984,-0.38806936440734,0.43794427597541,1.88085989830862
"356",11676,11815,11468,10850,10658,10038,9182,8319,7889,"Uzès","petite
(< 30.000 hab.)",-0.393704863754551,0.748017845434101,1.8636691186102,0.255386931279156
"357",10946,11044,11214,11311,11483,11499,11640,11675,11821,"Ambert","petite
(< 30.000 hab.)",-0.296665786330064,-0.381164308465065,-0.286678485112402,-0.215367425766155
"358",11841,11964,11294,10917,10223,9801,9562,9801,9476,"La Tremblade","petite
(< 30.000 hab.)",-0.343875901826529,1.45119225709744,1.13810785556065,0.942717616156918
"359",11874,11935,11309,11223,11476,11389,10964,11267,9721,"Pithiviers","petite
(< 30.000 hab.)",-0.17065834416915,1.35602146501752,0.254778171198233,-0.317959920303079
"360",11549,11454,11138,10873,10005,10076,10040,9960,9656,"Montpon-Ménestérol","petite
(< 30.000 hab.)",0.275707347599541,0.701859791561121,0.80589778579796,1.19562952549084
"361",12032,11642,11104,11066,9079,7976,5639,4577,3292,"Cogolin","petite
(< 30.000 hab.)",1.10440462673245,1.18986941617998,0.114333954439316,2.86768113063085
"362",10676,10673,10939,11194,11373,11581,12172,11538,10076,"Péronne","petite
(< 30.000 hab.)",0.00936855917041957,-0.613540039123572,-0.76517535801045,-0.226374880906011
"363",10991,11190,11065,10800,10485,10179,9988,9915,9332,"Gournay-en-Bray","petite
(< 30.000 hab.)",-0.596340331458867,0.281233441878892,0.811301335775694,0.423759184707095
"364",10618,10760,10775,10716,10573,10425,10446,10224,9650,"Saint-Pol-sur-Ternoise","petite
(< 30.000 hab.)",-0.44185030892564,-0.0348209674977285,0.183190399220079,0.192103853937531
"365",10760,10850,10695,10724,10571,10104,10280,9889,8700,"Falaise","petite
(< 30.000 hab.)",-0.277265748298883,0.360366199544626,-0.0902218702187318,0.205493958416469
"366",10022,10065,10426,10586,10901,11166,11209,10859,10216,"Delle (partie française)","petite
(< 30.000 hab.)",-0.142610965586154,-0.877096548941247,-0.506369839802623,-0.418011812704122
"367",10045,10408,10530,10746,11458,11287,12421,13016,13019,"Hirson","petite
(< 30.000 hab.)",-1.17635101176806,-0.290915641353706,-0.674556787634306,-0.912307046808836
"368",8933,9265,10011,10742,10285,10321,9992,8155,8490,"Saint-Tropez","petite
(< 30.000 hab.)",-1.20901776640379,-1.91739529161595,-2.3218472574944,0.623000746642188
"369",9850,9690,10353,10333,10032,9697,9644,10972,9698,"Joigny","petite
(< 30.000 hab.)",0.547393730506562,-1.64093521032497,0.0644766289731979,0.423216949020988
"370",10474,10571,10462,10576,10590,10524,11441,12368,11519,"Albert","petite
(< 30.000 hab.)",-0.306808608463849,0.259454949246818,-0.3606028659633,-0.0188964501671163
"371",17577,17507,17038,16659,15564,15693,16437,16411,16168,"Segré","petite
(< 30.000 hab.)",0.133102779223249,0.681175954655266,0.752669513308746,0.976018807917378
"372",9659,9858,10337,10333,10334,10366,10439,10572,10353,"Gérardmer","petite
(< 30.000 hab.)",-0.67746760705486,-1.17915244245441,0.0129019773711825,-0.00138245662647529
"373",11470,9200,9394,9295,9296,9106,9366,8984,8684,"Carentan-les-Marais","petite
(< 30.000 hab.)",7.62798185675349,-0.520334136301348,0.353776531526084,-0.00153683013561778
"374",10430,10292,10257,10115,9718,10139,11113,11354,10984,"Brassac-les-Mines","petite
(< 30.000 hab.)",0.444966200769414,0.0851986508045632,0.465779017346968,0.573633794193018
"375",10595,7474,7543,7407,7010,6896,7076,6997,5648,"Ancenis-Saint-Géréon","petite
(< 30.000 hab.)",12.3352240528649,-0.229477541989975,0.608325558106726,0.790073279162695
"376",10479,10225,10115,9781,9416,8917,9385,7857,8239,"Blaye","petite
(< 30.000 hab.)",0.821272509836812,0.270771708919781,1.12554520476074,0.544783698073004
"377",9895,9751,9918,10002,9856,10103,9898,9926,9205,"Tonneins","petite
(< 30.000 hab.)",0.489853719601041,-0.423636224715074,-0.280731374763221,0.210287454665847
"378",11334,11223,10224,9465,8266,7881,7514,7355,7558,"Lézignan-Corbières","petite
(< 30.000 hab.)",0.328599164361965,2.35805633473685,2.60457854945944,1.95384346139451
"379",11068,10762,10082,9524,7971,6822,5976,4469,3496,"Cavalaire-sur-Mer","petite
(< 30.000 hab.)",0.938935629831006,1.64512953309197,1.91601532961065,2.57553642172781
"380",9457,9519,9935,9732,9425,9069,8721,8458,7886,"Valréas","petite
(< 30.000 hab.)",-0.217582719404441,-1.06365462720895,0.690521550855094,0.458959889194466
"381",10399,10213,9976,9561,8520,7736,7042,4841,4803,"Saint-Paul-Trois-Châteaux","petite
(< 30.000 hab.)",0.603420929289755,0.588706360202496,1.4264069422371,1.6604342495677
"382",9906,9426,9629,9421,8793,8810,8699,8851,8129,"Prades","petite
(< 30.000 hab.)",1.66940830833475,-0.531272473313016,0.730593848485617,0.990376221879141
"383",9997,9858,9709,9929,10307,10103,9866,9090,8858,"Chinon","petite
(< 30.000 hab.)",0.467815512692216,0.38147622273399,-0.744100351764831,-0.532342409024156
"384",9733,9771,9718,9668,8456,8590,8357,8419,9839,"Pézenas","petite
(< 30.000 hab.)",-0.129803732576839,0.136066961665815,0.172093682921082,1.93192786295253
"385",10002,9977,9799,9663,8894,9348,9968,9302,8798,"Lodève","petite
(< 30.000 hab.)",0.0834557738124797,0.451066864680927,0.466959561851099,1.19172031189467
"386",9057,9419,9683,9793,10380,11201,12015,12184,12035,"Mirecourt","petite
(< 30.000 hab.)",-1.29787028770584,-0.688688714452623,-0.375827796497219,-0.828166407224795
"387",10089,9895,9743,9310,8336,7848,7729,7487,7171,"Revel","petite
(< 30.000 hab.)",0.649303641245491,0.387762375757283,1.52687228721513,1.59117805129765
"388",9132,9197,9554,9720,10178,10355,10487,10405,9587,"Loudun","petite
(< 30.000 hab.)",-0.236141255263611,-0.947546493018081,-0.572544795964136,-0.655597374065886
"389",8830,9145,9425,9729,10388,11622,12306,12440,11089,"Gueugnon","petite
(< 30.000 hab.)",-1.161609518011,-0.751126128974167,-1.05260039955821,-0.931918723680059
"390",9856,9922,9684,9651,9720,10443,11017,11733,11958,"Lannemezan","petite
(< 30.000 hab.)",-0.222222954636331,0.608832768275014,0.113848162902319,-0.101720822793883
"392",10056,9899,9716,9341,9286,9187,9140,8942,7433,"Feurs","petite
(< 30.000 hab.)",0.525902348769902,0.467583043712927,1.32066806619573,0.0843987856479878
