"LIBAU2010","geometry","tailles_2016","RGPP","TCAM","annees"
"Aigues-Mortes","MULTIPOLYGON(((800661 6267722,800170 6267229,797722 6267151,797118 6267529,795306 6269868,795200 6270844,794021 6272940,792063 6274427,789965 6275106,789621 6275038,788555 6276431,787284 6277378,786817 6277202,787618 6277588,788755 6276846,790839 6277309,792924 6276942,795604 6277131,797463 6277487,798031 6275878,799049 6274016,798875 6273627,799301 6271671,800661 6267722)))","petite
(< 30.000 hab.)","non ",-8.15816216703247,"2009-2013"
"Aigues-Mortes","MULTIPOLYGON(((800661 6267722,800170 6267229,797722 6267151,797118 6267529,795306 6269868,795200 6270844,794021 6272940,792063 6274427,789965 6275106,789621 6275038,788555 6276431,787284 6277378,786817 6277202,787618 6277588,788755 6276846,790839 6277309,792924 6276942,795604 6277131,797463 6277487,798031 6275878,799049 6274016,798875 6273627,799301 6271671,800661 6267722)))","petite
(< 30.000 hab.)","non ",0.320213017521565,"2013-2018"
"Aigues-Mortes","MULTIPOLYGON(((800661 6267722,800170 6267229,797722 6267151,797118 6267529,795306 6269868,795200 6270844,794021 6272940,792063 6274427,789965 6275106,789621 6275038,788555 6276431,787284 6277378,786817 6277202,787618 6277588,788755 6276846,790839 6277309,792924 6276942,795604 6277131,797463 6277487,798031 6275878,799049 6274016,798875 6273627,799301 6271671,800661 6267722)))","petite
(< 30.000 hab.)","oui ",-8.15816216703247,"2009-2013"
"Aigues-Mortes","MULTIPOLYGON(((800661 6267722,800170 6267229,797722 6267151,797118 6267529,795306 6269868,795200 6270844,794021 6272940,792063 6274427,789965 6275106,789621 6275038,788555 6276431,787284 6277378,786817 6277202,787618 6277588,788755 6276846,790839 6277309,792924 6276942,795604 6277131,797463 6277487,798031 6275878,799049 6274016,798875 6273627,799301 6271671,800661 6267722)))","petite
(< 30.000 hab.)","oui ",0.320213017521565,"2013-2018"
"Aiguillon","MULTIPOLYGON(((491696 6359374,492078 6358397,492626 6357900,492086 6357128,491059 6356677,490523 6357168,490288 6356374,489109 6355349,488171 6356013,487323 6355833,487220 6356292,486711 6357196,486181 6358234,486249 6358929,486981 6360432,487661 6361130,488626 6361674,488894 6362565,489388 6362789,490070 6362018,491881 6362680,492527 6362094,492756 6361128,492924 6360399,491831 6359791,491696 6359374)))","petite
(< 30.000 hab.)","non ",-0.711165952603687,"2009-2013"
"Aiguillon","MULTIPOLYGON(((491696 6359374,492078 6358397,492626 6357900,492086 6357128,491059 6356677,490523 6357168,490288 6356374,489109 6355349,488171 6356013,487323 6355833,487220 6356292,486711 6357196,486181 6358234,486249 6358929,486981 6360432,487661 6361130,488626 6361674,488894 6362565,489388 6362789,490070 6362018,491881 6362680,492527 6362094,492756 6361128,492924 6360399,491831 6359791,491696 6359374)))","petite
(< 30.000 hab.)","non ",-0.125097449845213,"2013-2018"
"Aiguillon","MULTIPOLYGON(((491696 6359374,492078 6358397,492626 6357900,492086 6357128,491059 6356677,490523 6357168,490288 6356374,489109 6355349,488171 6356013,487323 6355833,487220 6356292,486711 6357196,486181 6358234,486249 6358929,486981 6360432,487661 6361130,488626 6361674,488894 6362565,489388 6362789,490070 6362018,491881 6362680,492527 6362094,492756 6361128,492924 6360399,491831 6359791,491696 6359374)))","petite
(< 30.000 hab.)","oui ",-0.711165952603687,"2009-2013"
"Aiguillon","MULTIPOLYGON(((491696 6359374,492078 6358397,492626 6357900,492086 6357128,491059 6356677,490523 6357168,490288 6356374,489109 6355349,488171 6356013,487323 6355833,487220 6356292,486711 6357196,486181 6358234,486249 6358929,486981 6360432,487661 6361130,488626 6361674,488894 6362565,489388 6362789,490070 6362018,491881 6362680,492527 6362094,492756 6361128,492924 6360399,491831 6359791,491696 6359374)))","petite
(< 30.000 hab.)","oui ",-0.125097449845213,"2013-2018"
"Aime-la-Plagne","MULTIPOLYGON(((979411 6497187,978580 6497802,977769 6497599,977337 6498554,977631 6499735,977332 6500714,978024 6501811,977752 6502200,977789 6503438,978521 6504072,978390 6504714,978918 6505791,978060 6506782,977509 6508533,978953 6510940,979836 6509931,980474 6508592,981128 6509089,981271 6510319,982687 6509772,983911 6509988,985041 6512191,985219 6512901,985835 6512307,986669 6512676,987044 6512129,987533 6508475,988212 6507259,988315 6505411,989265 6504606,990549 6504069,991946 6506080,991787 6504916,990381 6503623,990751 6503140,992125 6502571,992320 6501411,991892 6498341,993101 6497983,994269 6495868,992482 6494937,991671 6495125,990908 6494241,989540 6494626,988617 6494043,988022 6494092,987034 6493532,986835 6494341,985993 6494785,985474 6494570,984306 6494968,983430 6496942,981893 6498524,980937 6498141,979411 6497187)))","petite
(< 30.000 hab.)","non ",-3.54639668780563,"2009-2013"
"Aime-la-Plagne","MULTIPOLYGON(((979411 6497187,978580 6497802,977769 6497599,977337 6498554,977631 6499735,977332 6500714,978024 6501811,977752 6502200,977789 6503438,978521 6504072,978390 6504714,978918 6505791,978060 6506782,977509 6508533,978953 6510940,979836 6509931,980474 6508592,981128 6509089,981271 6510319,982687 6509772,983911 6509988,985041 6512191,985219 6512901,985835 6512307,986669 6512676,987044 6512129,987533 6508475,988212 6507259,988315 6505411,989265 6504606,990549 6504069,991946 6506080,991787 6504916,990381 6503623,990751 6503140,992125 6502571,992320 6501411,991892 6498341,993101 6497983,994269 6495868,992482 6494937,991671 6495125,990908 6494241,989540 6494626,988617 6494043,988022 6494092,987034 6493532,986835 6494341,985993 6494785,985474 6494570,984306 6494968,983430 6496942,981893 6498524,980937 6498141,979411 6497187)))","petite
(< 30.000 hab.)","non ",0.289995285974953,"2013-2018"
"Aime-la-Plagne","MULTIPOLYGON(((979411 6497187,978580 6497802,977769 6497599,977337 6498554,977631 6499735,977332 6500714,978024 6501811,977752 6502200,977789 6503438,978521 6504072,978390 6504714,978918 6505791,978060 6506782,977509 6508533,978953 6510940,979836 6509931,980474 6508592,981128 6509089,981271 6510319,982687 6509772,983911 6509988,985041 6512191,985219 6512901,985835 6512307,986669 6512676,987044 6512129,987533 6508475,988212 6507259,988315 6505411,989265 6504606,990549 6504069,991946 6506080,991787 6504916,990381 6503623,990751 6503140,992125 6502571,992320 6501411,991892 6498341,993101 6497983,994269 6495868,992482 6494937,991671 6495125,990908 6494241,989540 6494626,988617 6494043,988022 6494092,987034 6493532,986835 6494341,985993 6494785,985474 6494570,984306 6494968,983430 6496942,981893 6498524,980937 6498141,979411 6497187)))","petite
(< 30.000 hab.)","oui ",-3.54639668780563,"2009-2013"
"Aime-la-Plagne","MULTIPOLYGON(((979411 6497187,978580 6497802,977769 6497599,977337 6498554,977631 6499735,977332 6500714,978024 6501811,977752 6502200,977789 6503438,978521 6504072,978390 6504714,978918 6505791,978060 6506782,977509 6508533,978953 6510940,979836 6509931,980474 6508592,981128 6509089,981271 6510319,982687 6509772,983911 6509988,985041 6512191,985219 6512901,985835 6512307,986669 6512676,987044 6512129,987533 6508475,988212 6507259,988315 6505411,989265 6504606,990549 6504069,991946 6506080,991787 6504916,990381 6503623,990751 6503140,992125 6502571,992320 6501411,991892 6498341,993101 6497983,994269 6495868,992482 6494937,991671 6495125,990908 6494241,989540 6494626,988617 6494043,988022 6494092,987034 6493532,986835 6494341,985993 6494785,985474 6494570,984306 6494968,983430 6496942,981893 6498524,980937 6498141,979411 6497187)))","petite
(< 30.000 hab.)","oui ",0.289995285974953,"2013-2018"
"Aire-sur-l'Adour","MULTIPOLYGON(((445642 6292983,444786 6290926,444094 6291152,444407 6291778,442225 6292130,441590 6291752,440859 6292063,439027 6292265,438727 6291160,438426 6290373,438046 6289424,436660 6289049,436824 6288640,436638 6287323,435180 6288159,434661 6288933,433307 6289041,432825 6290231,432390 6291210,432598 6292986,431051 6292447,429797 6294153,429114 6295704,429074 6296057,429414 6296592,429941 6298493,430567 6298774,430801 6300111,431717 6300405,433405 6299699,434751 6298944,434577 6300083,435231 6300106,436762 6298938,437246 6299353,439133 6299372,439517 6299009,440830 6299800,441792 6299787,442650 6299223,442712 6298307,441909 6297450,440354 6296412,440969 6296184,442190 6295102,443740 6295408,444929 6296552,446208 6295961,445474 6294919,445446 6293536,444348 6292784,445642 6292983)))","petite
(< 30.000 hab.)","non ",-0.929114891968497,"2009-2013"
"Aire-sur-l'Adour","MULTIPOLYGON(((445642 6292983,444786 6290926,444094 6291152,444407 6291778,442225 6292130,441590 6291752,440859 6292063,439027 6292265,438727 6291160,438426 6290373,438046 6289424,436660 6289049,436824 6288640,436638 6287323,435180 6288159,434661 6288933,433307 6289041,432825 6290231,432390 6291210,432598 6292986,431051 6292447,429797 6294153,429114 6295704,429074 6296057,429414 6296592,429941 6298493,430567 6298774,430801 6300111,431717 6300405,433405 6299699,434751 6298944,434577 6300083,435231 6300106,436762 6298938,437246 6299353,439133 6299372,439517 6299009,440830 6299800,441792 6299787,442650 6299223,442712 6298307,441909 6297450,440354 6296412,440969 6296184,442190 6295102,443740 6295408,444929 6296552,446208 6295961,445474 6294919,445446 6293536,444348 6292784,445642 6292983)))","petite
(< 30.000 hab.)","non ",0.0577784583259966,"2013-2018"
"Aire-sur-l'Adour","MULTIPOLYGON(((445642 6292983,444786 6290926,444094 6291152,444407 6291778,442225 6292130,441590 6291752,440859 6292063,439027 6292265,438727 6291160,438426 6290373,438046 6289424,436660 6289049,436824 6288640,436638 6287323,435180 6288159,434661 6288933,433307 6289041,432825 6290231,432390 6291210,432598 6292986,431051 6292447,429797 6294153,429114 6295704,429074 6296057,429414 6296592,429941 6298493,430567 6298774,430801 6300111,431717 6300405,433405 6299699,434751 6298944,434577 6300083,435231 6300106,436762 6298938,437246 6299353,439133 6299372,439517 6299009,440830 6299800,441792 6299787,442650 6299223,442712 6298307,441909 6297450,440354 6296412,440969 6296184,442190 6295102,443740 6295408,444929 6296552,446208 6295961,445474 6294919,445446 6293536,444348 6292784,445642 6292983)))","petite
(< 30.000 hab.)","oui ",6.45859425623536,"2009-2013"
"Aire-sur-l'Adour","MULTIPOLYGON(((445642 6292983,444786 6290926,444094 6291152,444407 6291778,442225 6292130,441590 6291752,440859 6292063,439027 6292265,438727 6291160,438426 6290373,438046 6289424,436660 6289049,436824 6288640,436638 6287323,435180 6288159,434661 6288933,433307 6289041,432825 6290231,432390 6291210,432598 6292986,431051 6292447,429797 6294153,429114 6295704,429074 6296057,429414 6296592,429941 6298493,430567 6298774,430801 6300111,431717 6300405,433405 6299699,434751 6298944,434577 6300083,435231 6300106,436762 6298938,437246 6299353,439133 6299372,439517 6299009,440830 6299800,441792 6299787,442650 6299223,442712 6298307,441909 6297450,440354 6296412,440969 6296184,442190 6295102,443740 6295408,444929 6296552,446208 6295961,445474 6294919,445446 6293536,444348 6292784,445642 6292983)))","petite
(< 30.000 hab.)","oui ",0.0577784583259966,"2013-2018"
"Airvault","MULTIPOLYGON(((453061 6632706,452201 6632482,451883 6633270,452517 6635440,453380 6635358,454231 6635977,453182 6636895,453228 6638067,451500 6638622,452817 6639303,453035 6640203,453869 6640595,454281 6641711,454265 6642665,455111 6642888,455392 6643728,456981 6644699,456988 6645833,457355 6645588,458808 6645287,459525 6645415,459375 6644588,458701 6643550,459177 6643006,459873 6643195,461684 6642404,462795 6642996,463950 6643167,467247 6643643,467151 6642997,467902 6641369,467615 6640365,465282 6639422,463019 6640216,461725 6638748,460157 6638003,459901 6638226,457567 6637353,456611 6636390,456680 6635661,456218 6634977,454321 6634538,454052 6633391,453061 6632706)))","petite
(< 30.000 hab.)","non ",0.546630390406722,"2009-2013"
"Airvault","MULTIPOLYGON(((453061 6632706,452201 6632482,451883 6633270,452517 6635440,453380 6635358,454231 6635977,453182 6636895,453228 6638067,451500 6638622,452817 6639303,453035 6640203,453869 6640595,454281 6641711,454265 6642665,455111 6642888,455392 6643728,456981 6644699,456988 6645833,457355 6645588,458808 6645287,459525 6645415,459375 6644588,458701 6643550,459177 6643006,459873 6643195,461684 6642404,462795 6642996,463950 6643167,467247 6643643,467151 6642997,467902 6641369,467615 6640365,465282 6639422,463019 6640216,461725 6638748,460157 6638003,459901 6638226,457567 6637353,456611 6636390,456680 6635661,456218 6634977,454321 6634538,454052 6633391,453061 6632706)))","petite
(< 30.000 hab.)","non ",-1.05974651449717,"2013-2018"
"Airvault","MULTIPOLYGON(((453061 6632706,452201 6632482,451883 6633270,452517 6635440,453380 6635358,454231 6635977,453182 6636895,453228 6638067,451500 6638622,452817 6639303,453035 6640203,453869 6640595,454281 6641711,454265 6642665,455111 6642888,455392 6643728,456981 6644699,456988 6645833,457355 6645588,458808 6645287,459525 6645415,459375 6644588,458701 6643550,459177 6643006,459873 6643195,461684 6642404,462795 6642996,463950 6643167,467247 6643643,467151 6642997,467902 6641369,467615 6640365,465282 6639422,463019 6640216,461725 6638748,460157 6638003,459901 6638226,457567 6637353,456611 6636390,456680 6635661,456218 6634977,454321 6634538,454052 6633391,453061 6632706)))","petite
(< 30.000 hab.)","oui ",0.546630390406722,"2009-2013"
"Airvault","MULTIPOLYGON(((453061 6632706,452201 6632482,451883 6633270,452517 6635440,453380 6635358,454231 6635977,453182 6636895,453228 6638067,451500 6638622,452817 6639303,453035 6640203,453869 6640595,454281 6641711,454265 6642665,455111 6642888,455392 6643728,456981 6644699,456988 6645833,457355 6645588,458808 6645287,459525 6645415,459375 6644588,458701 6643550,459177 6643006,459873 6643195,461684 6642404,462795 6642996,463950 6643167,467247 6643643,467151 6642997,467902 6641369,467615 6640365,465282 6639422,463019 6640216,461725 6638748,460157 6638003,459901 6638226,457567 6637353,456611 6636390,456680 6635661,456218 6634977,454321 6634538,454052 6633391,453061 6632706)))","petite
(< 30.000 hab.)","oui ",-1.05974651449717,"2013-2018"
"Albert","MULTIPOLYGON(((673577 6991973.999999,674272 6991684.999999,674740 6992064.999999,674279 6994102.999999,674519 6994533.999999,675745 6994304.999999,676073 6993401.999999,677676 6993565.999999,676966 6992485.999999,676885 6991305.999999,676918 6990264.999999,677918 6990290.999999,676260 6988540.999999,675303 6988124.999999,674677 6987203.999999,674025 6988165.999999,672073 6988085.999999,672808 6988825.999999,672515 6990159.999999,673116 6990162.999999,673577 6991973.999999)))","petite
(< 30.000 hab.)","non ",0.0449039994985023,"2009-2013"
"Albert","MULTIPOLYGON(((673577 6991973.999999,674272 6991684.999999,674740 6992064.999999,674279 6994102.999999,674519 6994533.999999,675745 6994304.999999,676073 6993401.999999,677676 6993565.999999,676966 6992485.999999,676885 6991305.999999,676918 6990264.999999,677918 6990290.999999,676260 6988540.999999,675303 6988124.999999,674677 6987203.999999,674025 6988165.999999,672073 6988085.999999,672808 6988825.999999,672515 6990159.999999,673116 6990162.999999,673577 6991973.999999)))","petite
(< 30.000 hab.)","non ",-5.41702865946153,"2013-2018"
"Albert","MULTIPOLYGON(((673577 6991973.999999,674272 6991684.999999,674740 6992064.999999,674279 6994102.999999,674519 6994533.999999,675745 6994304.999999,676073 6993401.999999,677676 6993565.999999,676966 6992485.999999,676885 6991305.999999,676918 6990264.999999,677918 6990290.999999,676260 6988540.999999,675303 6988124.999999,674677 6987203.999999,674025 6988165.999999,672073 6988085.999999,672808 6988825.999999,672515 6990159.999999,673116 6990162.999999,673577 6991973.999999)))","petite
(< 30.000 hab.)","oui ",0.0449039994985023,"2009-2013"
"Albert","MULTIPOLYGON(((673577 6991973.999999,674272 6991684.999999,674740 6992064.999999,674279 6994102.999999,674519 6994533.999999,675745 6994304.999999,676073 6993401.999999,677676 6993565.999999,676966 6992485.999999,676885 6991305.999999,676918 6990264.999999,677918 6990290.999999,676260 6988540.999999,675303 6988124.999999,674677 6987203.999999,674025 6988165.999999,672073 6988085.999999,672808 6988825.999999,672515 6990159.999999,673116 6990162.999999,673577 6991973.999999)))","petite
(< 30.000 hab.)","oui ",0.184538201134887,"2013-2018"
